farmer_id,farmer_name,national_id,province,region,district,cooperative,farm_size_rai,primary_crop,registration_date,status,phone
FRM-0115,เกษม วงศ์งาม,6012762321376,ยะลา,ภาคใต้,อ.เมือง,สหกรณ์การเกษตรขอนแก่น จำกัด,58.19,ข้าวฟ่าง,2016-12-28,ใช้งาน,0917433147
FRM-0116,สมหญิง เจริญสุข,7970960658012,อุตรดิตถ์,ภาคเหนือ,อ.แม่ทะ,สหกรณ์ชาวสวนยางระยอง จำกัด,50.98,ข้าวนาปี,2018-08-12,ใช้งาน,0807566536
FRM-0117,รัตนา ทรัพย์มา,3418693864643,สิงห์บุรี,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรสงขลา จำกัด,183.89,ลิ้นจี่,2016-12-21,ใช้งาน,0837256879
FRM-0118,มาลี ใจดี,4793555307267,นครศรีธรรมราช,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,188.34,ทุเรียน,2022-10-01,ใช้งาน,0829846495
FRM-0119,สุดา แสงงาม,2105769883125,บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,อ.เมือง,สหกรณ์การเกษตรลำปาง จำกัด,121.36,ข้าวนาปรัง,2018-05-04,ใช้งาน,0954363127
FRM-0120,สมชาย ดำรง,5232058119910,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,41.53,มังคุด,2017-05-14,ใช้งาน,0896798834
FRM-0121,บุญมา มีสุข,7805958382123,ตาก,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรสงขลา จำกัด,150.73,ยางพารา,2015-07-28,ใช้งาน,0892557215
FRM-0122,รัตนา สมบูรณ์,7197828228450,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์ชาวสวนยางระยอง จำกัด,163.63,ข้าวหอมมะลิ,2016-10-24,ใช้งาน,0983793076
FRM-0123,ชาญชัย ทองดี,9052821465982,สุราษฎร์ธานี,ภาคใต้,อ.เมือง,สหกรณ์การเกษตรสงขลา จำกัด,44.31,สับปะรด,2022-11-06,ใช้งาน,0811249040
FRM-0124,วีระ พิมพา,1641038101454,สิงห์บุรี,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสงขลา จำกัด,74.61,สับปะรด,2019-09-13,ใช้งาน,0976021548
FRM-0125,มณีรัตน์ เจริญสุข,8038976746336,อยุธยา,ภาคกลาง,อ.วังเหนือ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,71.11,ข้าวหอมมะลิ,2019-02-26,ใช้งาน,0933552918
FRM-0126,สายฝน ทองดี,6649143711420,นครปฐม,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรนครราชสีมา จำกัด,68.94,มันสำปะหลัง,2019-02-24,ใช้งาน,0961765011
FRM-0127,อาทิตย์ ดีงาม,8653623778353,ฉะเชิงเทรา,ภาคตะวันออก,อ.ป่าซาง,สหกรณ์การเกษตรเชียงราย จำกัด,19.63,มังคุด,2017-12-15,ใช้งาน,0937730479
FRM-0128,ฉัตรชัย โชคดี,8708527038391,สกลนคร,ภาคตะวันออกเฉียงเหนือ,อ.เมือง,สหกรณ์การเกษตรขอนแก่น จำกัด,18.11,สับปะรด,2015-03-28,ใช้งาน,0897214057
FRM-0129,นิตยา ดีงาม,7528130488671,กาญจนบุรี,ภาคกลาง,อ.ป่าซาง,สหกรณ์การเกษตรลำปาง จำกัด,153.8,ทุเรียน,2015-10-05,ใช้งาน,0898502376
FRM-0130,จันทร์ ศรีสุข,9779712223298,ชลบุรี,ภาคตะวันออก,อ.แม่ทะ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,183.14,ข้าวนาปี,2020-11-09,ใช้งาน,0869871002
FRM-0131,จักรกฤษณ์ พันธ์ดี,9641468310480,สระแก้ว,ภาคตะวันออก,อ.บ้านโฮ่ง,สหกรณ์การเกษตรนครราชสีมา จำกัด,31.47,ข้าวนาปี,2018-10-10,ใช้งาน,0991493772
FRM-0132,เอกชัย โชคดี,6109044723209,นครนายก,ภาคตะวันออก,อ.ป่าซาง,สหกรณ์การเกษตรขอนแก่น จำกัด,143.8,ข้าวฟ่าง,2016-11-28,ใช้งาน,0846732199
FRM-0133,ชาญชัย แสงงาม,9692113466251,นนทบุรี,ภาคกลาง,อ.เมือง,สหกรณ์ชาวสวนยางระยอง จำกัด,113.03,ยางพารา,2018-02-07,ใช้งาน,0948081597
FRM-0134,ปิยะ ฤทธิ์ไกร,9421223421834,อุทัยธานี,ภาคเหนือ,อ.แม่ทะ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,154.99,กาแฟ,2016-02-10,ใช้งาน,0833642151
FRM-0135,นิตยา ทองแดง,3256337510116,สิงห์บุรี,ภาคกลาง,อ.แม่ทะ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,40.48,ข้าวหอมมะลิ,2016-08-15,ใช้งาน,0814874773
FRM-0136,วิทยา ชูชื่น,7086937045938,นครสวรรค์,ภาคเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรสงขลา จำกัด,169.96,มันสำปะหลัง,2017-05-06,ใช้งาน,0947865367
FRM-0137,สมบัติ สีทอง,9839443967107,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,188.61,ข้าวหอมมะลิ,2017-11-10,ใช้งาน,0967632354
FRM-0138,วิชัย มงคล,8329671517556,ลพบุรี,ภาคกลาง,อ.แม่ทะ,สหกรณ์การเกษตรเชียงราย จำกัด,102.12,มังคุด,2015-01-03,ใช้งาน,0972310675
FRM-0139,นิตยา สุขใจ,8977031737427,สุพรรณบุรี,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรเชียงราย จำกัด,35.83,ปาล์มน้ำมัน,2022-04-26,ใช้งาน,0854767010
FRM-0140,เอกชัย พลัง,3299519978164,ลพบุรี,ภาคกลาง,อ.ป่าซาง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,114.52,ยางพารา,2017-06-28,ใช้งาน,0832889224
FRM-0141,สมพงษ์ มีสุข,8355627036743,ยโสธร,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรขอนแก่น จำกัด,163.63,ข้าวฟ่าง,2022-04-05,ใช้งาน,0883943772
FRM-0142,นฤมล พิมพา,6428319296071,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรเชียงราย จำกัด,22.56,ปาล์มน้ำมัน,2017-08-17,ใช้งาน,0864620103
FRM-0143,พิชัย พิมพา,9279290433393,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,6.59,ข้าวนาปี,2020-01-02,ใช้งาน,0870993902
FRM-0144,ปิยะ มีสุข,7374567505417,นนทบุรี,ภาคกลาง,อ.แม่ทะ,สหกรณ์การเกษตรสงขลา จำกัด,19.34,ลำไย,2021-06-02,ใช้งาน,0947601139
FRM-0145,ปิยะ มั่งมี,7433598795518,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,122.48,ปาล์มน้ำมัน,2016-03-04,ใช้งาน,0812161027
FRM-0146,บุญมา ทองแดง,3621892801489,แพร่,ภาคเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,32.26,ข้าวฟ่าง,2017-12-11,ใช้งาน,0843621310
FRM-0147,ณรงค์ รุ่งโรจน์,6272342613487,ชลบุรี,ภาคตะวันออก,อ.วังเหนือ,สหกรณ์การเกษตรเชียงราย จำกัด,76.83,มังคุด,2019-10-11,ใช้งาน,0911814177
FRM-0148,สุชาติ มงคล,5005390440711,ชัยนาท,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,98.69,ลำไย,2015-10-16,ใช้งาน,0966359063
FRM-0149,วิชัย เพชรดี,4354841455850,ราชบุรี,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรลำปาง จำกัด,66.17,ข้าวหอมมะลิ,2017-11-08,ใช้งาน,0854731756
FRM-0150,สุดา ฤทธิ์ไกร,9416685175320,จันทบุรี,ภาคตะวันออก,อ.แม่ทะ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,66.18,ข้าวหอมมะลิ,2022-12-24,ใช้งาน,0943110206
FRM-0151,นิตยา มงคล,4382218799668,ลพบุรี,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสงขลา จำกัด,113.83,ข้าวโพดเลี้ยงสัตว์,2020-11-25,ใช้งาน,0879890300
FRM-0152,ทองสุข ชูชื่น,7135274038689,บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรสงขลา จำกัด,61.12,ทุเรียน,2018-12-23,ใช้งาน,0901923380
FRM-0153,วิชัย สาระ,7090603054563,ชลบุรี,ภาคตะวันออก,อ.วังเหนือ,สหกรณ์การเกษตรสงขลา จำกัด,150.73,ข้าวโพดเลี้ยงสัตว์,2020-03-10,ใช้งาน,0944573410
FRM-0154,สมบัติ พลัง,5211588367895,ยโสธร,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรเชียงราย จำกัด,135.62,ลำไย,2019-03-04,ใช้งาน,0862501588
FRM-0155,บุญมา ศรีสุข,1090784729640,พะเยา,ภาคเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรขอนแก่น จำกัด,84.35,ข้าวฟ่าง,2016-07-11,ใช้งาน,0927694650
FRM-0156,พิชัย มงคล,2575259679055,ชุมพร,ภาคใต้,อ.แม่ทะ,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,109.35,อ้อย,2018-05-11,ใช้งาน,0810012171
FRM-0157,ปิยะ ทรัพย์มา,4279187704491,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรเชียงราย จำกัด,6.81,ทุเรียน,2021-03-02,ใช้งาน,0889937183
FRM-0158,เกษม พิมพา,9235617883384,บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,162.72,ยางพารา,2022-11-18,ใช้งาน,0923188914
FRM-0159,รัตนา ทรัพย์มา,4084616139957,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,166.26,ลำไย,2017-01-24,ใช้งาน,0907597855
FRM-0160,เอกชัย พันธ์ดี,1117029471109,กำแพงเพชร,ภาคเหนือ,อ.ป่าซาง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,50.93,สับปะรด,2017-03-16,ใช้งาน,0888483118
FRM-0161,มณีรัตน์ ฤทธิ์ไกร,2091936605032,สุพรรณบุรี,ภาคกลาง,อ.เมือง,สหกรณ์การเกษตรลำปาง จำกัด,64.83,ปาล์มน้ำมัน,2015-05-21,ใช้งาน,0988859652
FRM-0162,มณีรัตน์ ดำรง,4853534204778,ชัยนาท,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์การเกษตรลำปาง จำกัด,34.87,อ้อย,2016-11-10,ไม่ใช้งาน,0900294154
FRM-0163,ยุทธนา รุ่งโรจน์,7363869217878,ตราด,ภาคตะวันออก,อ.เมือง,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,26.88,กาแฟ,2022-09-26,ใช้งาน,0935690649
FRM-0164,เกษม ดีงาม,9601029126786,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,อ.เมือง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,91.87,ข้าวนาปรัง,2017-03-11,ใช้งาน,0937773918
FRM-0165,ปราณี ดีงาม,7962235490213,ตราด,ภาคตะวันออก,อ.ป่าซาง,สหกรณ์การเกษตรเชียงราย จำกัด,150.43,ทุเรียน,2022-10-02,ใช้งาน,0913735401
FRM-0166,ประสิทธิ์ พันธ์ดี,1556078311562,สระบุรี,ภาคกลาง,อ.ป่าซาง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,40.1,ข้าวหอมมะลิ,2016-09-02,ใช้งาน,0995767159
FRM-0167,วรากร สุขใจ,7119728332248,ตราด,ภาคตะวันออก,อ.เมือง,สหกรณ์การเกษตรขอนแก่น จำกัด,198.61,ปาล์มน้ำมัน,2020-07-15,ใช้งาน,0995382930
FRM-0168,นฤมล โชคดี,5351788270499,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์ชาวสวนยางระยอง จำกัด,35.25,ข้าวโพดเลี้ยงสัตว์,2015-01-10,ใช้งาน,0994622133
FRM-0169,สมบัติ เกษตรดี,1278696310459,เพชรบูรณ์,ภาคเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,18.12,ทุเรียน,2015-11-14,ใช้งาน,0960466660
FRM-0170,ปิยะ ดีงาม,3461258685911,พะเยา,ภาคเหนือ,อ.แม่ทะ,สหกรณ์การเกษตรสงขลา จำกัด,50.66,ข้าวฟ่าง,2018-12-02,ใช้งาน,0885605058
FRM-0171,ยุทธนา ทองแดง,8272329003485,อ่างทอง,ภาคกลาง,อ.ป่าซาง,สหกรณ์การเกษตรสงขลา จำกัด,16.89,ทุเรียน,2018-05-05,ใช้งาน,0847011957
FRM-0172,ปรียา โชคดี,6607184872963,ฉะเชิงเทรา,ภาคตะวันออก,อ.วังเหนือ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,34.1,ปาล์มน้ำมัน,2022-01-12,ใช้งาน,0944399019
FRM-0173,กมลา ทรัพย์มา,3360213343014,นครศรีธรรมราช,ภาคใต้,อ.วังเหนือ,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,54.72,ยางพารา,2018-04-10,ใช้งาน,0920738730
FRM-0174,อนันต์ มีสุข,7632582538754,นครปฐม,ภาคกลาง,อ.แม่ทะ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,12.71,ข้าวนาปี,2016-09-24,ใช้งาน,0957728295
FRM-0175,รัตนา สาระ,4723802503423,นราธิวาส,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์การเกษตรนครราชสีมา จำกัด,150.64,สับปะรด,2018-08-07,ใช้งาน,0865120611
FRM-0176,เอกชัย เกษตรดี,7697069744467,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,131.5,มันสำปะหลัง,2021-04-18,ใช้งาน,0937658141
FRM-0177,บุญมา เกษตรดี,6634308743034,กระบี่,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนยางระยอง จำกัด,66.02,ข้าวนาปรัง,2022-02-26,ใช้งาน,0859397812
FRM-0178,ดวงดาว เพชรดี,8347486503885,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรขอนแก่น จำกัด,43.26,ข้าวโพดเลี้ยงสัตว์,2015-05-18,ใช้งาน,0865962648
FRM-0179,ทองสุข พลัง,9106710379535,กระบี่,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนยางระยอง จำกัด,38.01,อ้อย,2020-05-25,ใช้งาน,0849404946
FRM-0180,ประสิทธิ์ รุ่งโรจน์,1853273488539,ปัตตานี,ภาคใต้,อ.เมือง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,31.81,มังคุด,2015-09-02,ใช้งาน,0989829385
FRM-0181,นฤมล มั่งมี,9503660516427,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรเชียงราย จำกัด,6.29,ลำไย,2015-04-17,ใช้งาน,0804489890
FRM-0182,สมหญิง ทองแดง,8574922292349,พัทลุง,ภาคใต้,อ.บ้านโฮ่ง,สหกรณ์การเกษตรนครราชสีมา จำกัด,184.02,ลำไย,2019-09-10,ใช้งาน,0851521369
FRM-0183,ปิยะ ทองดี,9076282390924,พัทลุง,ภาคใต้,อ.แม่ทะ,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,198.1,ข้าวโพดเลี้ยงสัตว์,2019-06-09,ใช้งาน,0821640439
FRM-0184,วรากร สีทอง,1985591937122,แพร่,ภาคเหนือ,อ.เมือง,สหกรณ์การเกษตรขอนแก่น จำกัด,21.12,กาแฟ,2016-07-13,ใช้งาน,0888924779
FRM-0185,จักรกฤษณ์ ดาวเรือง,9364735644672,กำแพงเพชร,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรเชียงราย จำกัด,185.21,มังคุด,2015-04-07,ใช้งาน,0945768693
FRM-0186,ศิริ เพชรดี,8008617408691,แพร่,ภาคเหนือ,อ.เมือง,สหกรณ์การเกษตรสงขลา จำกัด,36.68,ข้าวโพดเลี้ยงสัตว์,2017-06-01,ใช้งาน,0904463431
FRM-0187,ชาญชัย ทรัพย์มา,2381794760871,ปัตตานี,ภาคใต้,อ.แม่ทะ,สหกรณ์ชาวสวนยางระยอง จำกัด,15.47,ปาล์มน้ำมัน,2020-07-25,ใช้งาน,0820405993
FRM-0188,ธนกร บุญมา,9630524396005,ลพบุรี,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนยางระยอง จำกัด,112.84,ปาล์มน้ำมัน,2021-06-01,ใช้งาน,0982454199
FRM-0189,จันทร์ ฤทธิ์ไกร,2443424720261,ราชบุรี,ภาคกลาง,อ.ป่าซาง,สหกรณ์การเกษตรขอนแก่น จำกัด,79.1,สับปะรด,2016-10-10,ใช้งาน,0998549705
FRM-0190,มาลี ใจดี,6424298710905,กาญจนบุรี,ภาคกลาง,อ.วังเหนือ,สหกรณ์ชาวสวนยางระยอง จำกัด,153.46,ข้าวนาปี,2020-06-04,ใช้งาน,0850302599
FRM-0191,ณรงค์ เจริญสุข,1460005140423,ปราจีนบุรี,ภาคตะวันออก,อ.เมือง,สหกรณ์ชาวสวนยางระยอง จำกัด,113.07,ทุเรียน,2022-09-18,ใช้งาน,0887088602
FRM-0192,วรากร เกษตรดี,5273398713554,กาญจนบุรี,ภาคกลาง,อ.แม่ทะ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,38.07,ปาล์มน้ำมัน,2015-05-14,ใช้งาน,0872187385
FRM-0193,ประสิทธิ์ รักษ์ดี,5855179964849,สุพรรณบุรี,ภาคกลาง,อ.วังเหนือ,สหกรณ์การเกษตรสงขลา จำกัด,99.43,ข้าวนาปี,2019-08-05,ใช้งาน,0866193516
FRM-0194,ชาญชัย สาระ,6842855006681,กระบี่,ภาคใต้,อ.แม่ทะ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,161.79,ยางพารา,2018-08-04,ใช้งาน,0915592660
FRM-0195,จักรกฤษณ์ ดวงดี,6525385273833,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,193.9,มันสำปะหลัง,2019-06-20,ใช้งาน,0969893460
FRM-0196,นงลักษณ์ รุ่งโรจน์,7913977650323,ระนอง,ภาคใต้,อ.ป่าซาง,สหกรณ์การเกษตรนครราชสีมา จำกัด,186.75,ข้าวโพดเลี้ยงสัตว์,2018-06-13,ใช้งาน,0946466193
FRM-0197,ศิริ ดีงาม,6127322017359,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,อ.เมือง,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,136.23,ข้าวหอมมะลิ,2015-12-15,ใช้งาน,0864967062
FRM-0198,วรากร ทองดี,9429293941098,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,อ.แม่ทะ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,109.2,ข้าวฟ่าง,2017-12-14,ใช้งาน,0985679184
FRM-0199,วีระ ดำรง,2920215375951,ตราด,ภาคตะวันออก,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนยางระยอง จำกัด,37.44,ทุเรียน,2015-06-23,ใช้งาน,0973149245
FRM-0200,สมชาย ศรีสุข,4905236544925,ระยอง,ภาคตะวันออก,อ.แม่ทะ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,113.81,อ้อย,2020-07-04,ใช้งาน,0919662769
FRM-0201,นิตยา เพชรดี,9803353395148,นครปฐม,ภาคกลาง,อ.บ้านโฮ่ง,สหกรณ์ชาวสวนยางระยอง จำกัด,199.55,ลิ้นจี่,2021-08-25,ใช้งาน,0911662553
FRM-0202,อาทิตย์ สาระ,9011587467219,สุโขทัย,ภาคเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,99.17,ลิ้นจี่,2016-12-05,ใช้งาน,0993808772
FRM-0203,วิชัย ทรัพย์มา,3025982368944,สระแก้ว,ภาคตะวันออก,อ.เมือง,สหกรณ์ชาวสวนยางระยอง จำกัด,131.35,มังคุด,2020-02-10,ใช้งาน,0998773633
FRM-0204,รัตนา สีทอง,5077908471396,หนองคาย,ภาคตะวันออกเฉียงเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรขอนแก่น จำกัด,41.35,มังคุด,2017-09-06,ใช้งาน,0807836240
FRM-0205,วรากร ใจดี,4778303069619,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสงขลา จำกัด,151.7,สับปะรด,2022-10-14,ใช้งาน,0954980649
FRM-0206,อนันต์ ดีงาม,5613284308769,พิจิตร,ภาคเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,193.35,ยางพารา,2017-06-11,ใช้งาน,0964096855
FRM-0207,นฤมล ดำรง,6234708774832,ชลบุรี,ภาคตะวันออก,อ.แม่ทะ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,21.53,ข้าวหอมมะลิ,2016-06-12,ใช้งาน,0864041379
FRM-0208,จักรกฤษณ์ สมบูรณ์,7835486944033,ชัยนาท,ภาคกลาง,อ.วังเหนือ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,31.88,ปาล์มน้ำมัน,2016-03-12,ใช้งาน,0930639541
FRM-0209,ทองสุข สาระ,4290547517782,สตูล,ภาคใต้,อ.ป่าซาง,สหกรณ์การเกษตรลำปาง จำกัด,125.78,กาแฟ,2017-09-06,ใช้งาน,0802572535
FRM-0210,วรากร สีทอง,8196196100126,ระนอง,ภาคใต้,อ.วังเหนือ,สหกรณ์ชาวสวนปาล์มชุมพร จำกัด,143.48,ลิ้นจี่,2017-04-27,ใช้งาน,0822191727
FRM-0211,นงลักษณ์ แสงงาม,6078960355307,ลำพูน,ภาคเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรลำปาง จำกัด,115.3,สับปะรด,2018-05-02,ใช้งาน,0947565998
FRM-0212,นงลักษณ์ เกษตรดี,7455296734273,ภูเก็ต,ภาคใต้,อ.แม่ทะ,สหกรณ์การเกษตรเชียงราย จำกัด,153.2,ลิ้นจี่,2016-10-04,ใช้งาน,0914126593
FRM-0213,วิชัย ดีงาม,7130047114186,พิจิตร,ภาคเหนือ,อ.เมือง,สหกรณ์การเกษตรลำปาง จำกัด,173.73,ข้าวนาปี,2018-05-28,ใช้งาน,0863604723
FRM-0214,ธนกร เจริญสุข,3961546460241,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรสงขลา จำกัด,61.42,มันสำปะหลัง,2020-12-20,ไม่ใช้งาน,0938087221
FRM-0215,นงลักษณ์ วงศ์งาม,3231905079694,กำแพงเพชร,ภาคเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,33.52,ยางพารา,2017-07-02,ใช้งาน,0981525331
FRM-0216,ธนกร บุญมา,8286960969557,ชลบุรี,ภาคตะวันออก,อ.วังเหนือ,สหกรณ์การเกษตรลำปาง จำกัด,19.73,สับปะรด,2022-03-19,ใช้งาน,0824989941
FRM-0217,นฤมล พิมพา,2639529565504,ระยอง,ภาคตะวันออก,อ.วังเหนือ,สหกรณ์ชาวสวนยางระยอง จำกัด,170.77,สับปะรด,2019-12-12,ใช้งาน,0858473276
FRM-0218,เอกชัย รุ่งโรจน์,6941157793375,ฉะเชิงเทรา,ภาคตะวันออก,อ.แม่ทะ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,30.47,กาแฟ,2018-08-09,ใช้งาน,0892271901
FRM-0219,นฤมล ใจดี,3782527426098,พะเยา,ภาคเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรลำปาง จำกัด,5.13,ปาล์มน้ำมัน,2015-02-21,ใช้งาน,0984842474
FRM-0220,นงลักษณ์ ทองดี,7342183162808,อุทัยธานี,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรนครราชสีมา จำกัด,77.51,ข้าวฟ่าง,2019-03-28,ใช้งาน,0813901540
FRM-0221,ธวัช เจริญสุข,2604838089027,ชลบุรี,ภาคตะวันออก,อ.เมือง,สหกรณ์การเกษตรเชียงราย จำกัด,46.62,ข้าวนาปี,2019-12-23,ใช้งาน,0860717647
FRM-0222,จักรกฤษณ์ ชูชื่น,3120928333493,ตรัง,ภาคใต้,อ.วังเหนือ,สหกรณ์การเกษตรขอนแก่น จำกัด,98.15,ข้าวโพดเลี้ยงสัตว์,2022-01-01,ใช้งาน,0996162800
FRM-0223,สุนิสา สมบูรณ์,3344513113605,พิจิตร,ภาคเหนือ,อ.บ้านโฮ่ง,สหกรณ์การเกษตรนครราชสีมา จำกัด,108.45,ข้าวนาปรัง,2016-06-12,ใช้งาน,0844054701
FRM-0224,ธนกร พลัง,8785429519612,นครนายก,ภาคตะวันออก,อ.บ้านโฮ่ง,สหกรณ์การเกษตรนครราชสีมา จำกัด,179.84,ข้าวหอมมะลิ,2020-12-07,ใช้งาน,0958262542
FRM-0225,ชาญชัย แสงงาม,5364048618226,กาญจนบุรี,ภาคกลาง,อ.แม่ทะ,สหกรณ์การเกษตรสุพรรณบุรี จำกัด,122.0,ทุเรียน,2020-07-11,ใช้งาน,0985348261
FRM-0226,ฉัตรชัย ทองแดง,6198592985967,ลำพูน,ภาคเหนือ,อ.เมือง,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,101.5,ข้าวนาปี,2019-04-17,ใช้งาน,0971283921
FRM-0227,ชาญชัย สุขใจ,8402669826193,พิษณุโลก,ภาคเหนือ,อ.ป่าซาง,สหกรณ์การเกษตรอุบลราชธานี จำกัด,138.17,สับปะรด,2015-06-11,ใช้งาน,0819593598
FRM-0228,ศิริ มีสุข,2064819370005,ลำปาง,ภาคเหนือ,อ.วังเหนือ,สหกรณ์การเกษตรอุบลราชธานี จำกัด,60.87,อ้อย,2016-01-09,ใช้งาน,0911516676
FRM-0229,วีระ สีทอง,3687000461955,ฉะเชิงเทรา,ภาคตะวันออก,อ.ป่าซาง,สหกรณ์การเกษตรนครราชสีมา จำกัด,65.43,ลำไย,2021-02-21,ใช้งาน,0841708731
FRM-0230,ธนกร เกษตรดี,6454892428063,สตูล,ภาคใต้,อ.วังเหนือ,สหกรณ์การเกษตรสุราษฎร์ธานี จำกัด,16.29,ข้าวนาปี,2020-07-19,ใช้งาน,0831134911
FRM-0231,ยุทธนา พลัง,3100993401152,สงขลา,ภาคใต้,อ.เมือง,สหกรณ์การเกษตรขอนแก่น จำกัด,141.79,ข้าวหอมมะลิ,2015-05-22,ใช้งาน,0893067949
