shipment_id,warehouse_id,customer_id,crop_id,shipment_date,delivery_date,status,total_weight_kg,shipping_cost_thb,transport_mode,driver_name,vehicle_plate
SHP-007167,WH-013,CUS-0047,CRP-001,2023-10-12,2023-10-13,จัดส่งแล้ว,16027.51,33113.36,รถบรรทุก,นงลักษณ์ สีทอง,ชช-9918 สง
SHP-007168,WH-008,CUS-0178,CRP-003,2023-10-13,2023-10-18,กำลังขนส่ง,4013.5,2279.49,รถบรรทุก,บุญมา เจริญสุข,กก-2789 สข
SHP-007169,WH-006,CUS-0196,CRP-006,2025-01-26,2025-02-01,จัดส่งแล้ว,26475.82,26170.83,รถบรรทุก,จันทร์ ทองแดง,งง-2570 สข
SHP-007170,WH-007,CUS-0063,CRP-015,2023-01-04,2023-01-10,จัดส่งแล้ว,8591.1,7328.77,รถบรรทุก,มณีรัตน์ สีทอง,กก-6020 ขก
SHP-007171,WH-010,CUS-0168,CRP-009,2022-06-25,,รอดำเนินการ,8409.93,12358.1,เรือ,สุดา ฤทธิ์ไกร,ชช-6312 สง
SHP-007172,WH-002,CUS-0008,CRP-010,2022-12-30,2023-01-11,จัดส่งแล้ว,2643.62,1662.49,รถบรรทุก,ธนกร มั่งมี,ฉฉ-7965 ชม
SHP-007173,WH-002,CUS-0144,CRP-015,2024-06-23,2024-06-28,จัดส่งแล้ว,22348.58,12727.19,รถบรรทุก,นงลักษณ์ เพชรดี,ฉฉ-2754 สง
SHP-007174,WH-015,CUS-0019,CRP-007,2023-05-12,2023-05-19,จัดส่งแล้ว,6556.86,5995.2,รถบรรทุก,บุญมา สมบูรณ์,กก-3306 สข
SHP-007175,WH-004,CUS-0119,CRP-011,2021-05-25,,รอดำเนินการ,24570.42,42532.62,รถบรรทุก,ปิยะ สาระ,ฉฉ-8389 ชม
SHP-007176,WH-006,CUS-0012,CRP-015,2023-02-11,2023-02-21,จัดส่งแล้ว,1149.17,1536.26,รถบรรทุก,ชัยวัฒน์ สมบูรณ์,งง-1743 สง
SHP-007177,WH-005,CUS-0009,CRP-006,2023-11-13,,รอดำเนินการ,5843.77,12614.13,รถบรรทุก,สุนิสา ศรีสุข,ขข-8311 ชม
SHP-007178,WH-011,CUS-0165,CRP-011,2021-10-05,2021-10-18,กำลังขนส่ง,5076.93,7471.93,เรือ,นภา โชคดี,งง-7791 สง
SHP-007179,WH-009,CUS-0176,CRP-002,2021-01-23,2021-01-25,กำลังขนส่ง,1468.95,3205.23,รถบรรทุก,ณรงค์ ทองดี,ชช-4604 ขก
SHP-007180,WH-001,CUS-0040,CRP-005,2022-07-23,2022-08-04,จัดส่งแล้ว,28845.36,38826.69,รถไฟ,บุญมา วงศ์งาม,กก-4679 กทม
SHP-007181,WH-008,CUS-0145,CRP-007,2022-10-02,2022-10-12,ยกเลิก,7932.94,12366.55,รถบรรทุก,กมลา ดีงาม,ขข-8244 ขก
SHP-007182,WH-004,CUS-0175,CRP-013,2023-11-29,2023-12-06,จัดส่งแล้ว,12599.51,18633.82,รถบรรทุก,ปิยะ พันธ์ดี,ชช-8955 สง
SHP-007183,WH-012,CUS-0027,CRP-012,2024-12-23,2024-12-26,ยกเลิก,24410.48,49736.44,เรือ,ปรียา มงคล,ฉฉ-3756 ชม
SHP-007184,WH-015,CUS-0200,CRP-011,2021-10-11,,รอดำเนินการ,4754.73,7221.44,เรือ,จันทร์ รักษ์ดี,ฉฉ-2213 กทม
SHP-007185,WH-006,CUS-0174,CRP-011,2021-11-10,2021-11-12,กำลังขนส่ง,15607.23,35825.42,รถไฟ,สมพงษ์ บุญมา,ขข-1434 สข
SHP-007186,WH-001,CUS-0036,CRP-009,2024-10-25,2024-11-03,จัดส่งแล้ว,10247.0,9560.11,รถบรรทุก,ฉัตรชัย ดำรง,ชช-7170 สง
SHP-007187,WH-002,CUS-0083,CRP-014,2025-05-29,2025-06-05,จัดส่งแล้ว,27122.09,47853.51,รถไฟ,ทองสุข ทองแดง,ขข-2544 ขก
SHP-007188,WH-014,CUS-0050,CRP-012,2021-12-09,2021-12-18,จัดส่งแล้ว,27331.63,35060.96,รถบรรทุก,วีระ ดวงดี,กก-2768 ขก
SHP-007189,WH-014,CUS-0025,CRP-001,2024-03-15,2024-03-29,จัดส่งแล้ว,25008.94,32847.33,รถบรรทุก,วิทยา ฤทธิ์ไกร,กก-1930 กทม
SHP-007190,WH-012,CUS-0183,CRP-009,2024-01-10,2024-01-21,จัดส่งแล้ว,14175.7,34497.35,รถไฟ,ยุทธนา ชูชื่น,กก-9560 กทม
SHP-007191,WH-013,CUS-0075,CRP-009,2025-05-23,2025-06-03,จัดส่งแล้ว,26012.23,28621.96,รถบรรทุก,ธนกร ใจดี,ชช-1744 สข
SHP-007192,WH-009,CUS-0068,CRP-005,2022-08-12,2022-08-25,จัดส่งแล้ว,14163.49,23649.71,รถบรรทุก,สายฝน พิมพา,ขข-2724 ชม
SHP-007193,WH-015,CUS-0194,CRP-003,2025-01-06,2025-01-19,จัดส่งแล้ว,24593.51,55069.22,รถบรรทุก,ปรียา โชคดี,ฉฉ-7971 ขก
SHP-007194,WH-001,CUS-0068,CRP-008,2025-08-28,2025-09-01,จัดส่งแล้ว,3130.51,2879.95,รถบรรทุก,ชัยวัฒน์ ใจดี,ฉฉ-4191 สง
SHP-007195,WH-009,CUS-0055,CRP-001,2025-08-10,2025-08-19,จัดส่งแล้ว,23562.6,33338.04,รถบรรทุก,รัตนา บุญมา,งง-9366 ขก
SHP-007196,WH-010,CUS-0125,CRP-006,2022-05-06,2022-05-19,จัดส่งแล้ว,10745.71,6758.04,รถบรรทุก,ปราณี พลัง,งง-5419 ขก
SHP-007197,WH-004,CUS-0084,CRP-013,2023-02-24,2023-03-05,จัดส่งแล้ว,9021.35,18913.39,รถบรรทุก,อาทิตย์ เพชรดี,กก-7499 สข
SHP-007198,WH-008,CUS-0066,CRP-008,2023-12-05,2023-12-08,จัดส่งแล้ว,22866.13,23192.14,รถบรรทุก,อนันต์ มงคล,ขข-2610 ชม
SHP-007199,WH-007,CUS-0178,CRP-011,2022-10-01,2022-10-08,จัดส่งแล้ว,25363.34,28983.85,รถบรรทุก,ดวงดาว เพชรดี,กก-3226 ชม
SHP-007200,WH-009,CUS-0029,CRP-007,2023-06-30,2023-07-02,จัดส่งแล้ว,5814.13,8578.28,รถไฟ,สายฝน ชูชื่น,ฉฉ-9348 สง
SHP-007201,WH-011,CUS-0086,CRP-005,2023-11-08,2023-11-11,จัดส่งแล้ว,9581.39,23190.26,รถบรรทุก,อนันต์ สมบูรณ์,ขข-3012 ชม
SHP-007202,WH-014,CUS-0171,CRP-011,2024-10-05,2024-10-06,กำลังขนส่ง,25046.68,19371.24,รถบรรทุก,สุรศักดิ์ สาระ,ชช-9987 สข
SHP-007203,WH-011,CUS-0174,CRP-004,2025-12-28,2026-01-10,จัดส่งแล้ว,13949.75,27704.91,เรือ,บุญมา ฤทธิ์ไกร,ขข-4322 กทม
SHP-007204,WH-002,CUS-0153,CRP-006,2021-10-17,2021-10-23,จัดส่งแล้ว,14491.24,19861.96,รถบรรทุก,ดวงดาว ดำรง,ชช-3320 สง
SHP-007205,WH-013,CUS-0191,CRP-012,2022-04-27,2022-05-11,จัดส่งแล้ว,28485.01,50838.55,รถบรรทุก,สมหญิง มั่งมี,กก-4381 กทม
SHP-007206,WH-005,CUS-0153,CRP-010,2023-09-03,2023-09-04,จัดส่งแล้ว,23633.24,51871.54,รถบรรทุก,ธนกร รักษ์ดี,ขข-9595 สง
SHP-007207,WH-003,CUS-0090,CRP-005,2021-11-05,2021-11-11,ยกเลิก,13884.69,13870.27,รถบรรทุก,สุชาติ ดาวเรือง,กก-6284 กทม
SHP-007208,WH-003,CUS-0059,CRP-007,2025-09-23,2025-09-27,จัดส่งแล้ว,16073.77,32362.18,เรือ,ปราณี สุขใจ,ชช-8387 ขก
SHP-007209,WH-004,CUS-0176,CRP-003,2025-12-12,,รอดำเนินการ,8900.3,8846.56,รถบรรทุก,วีระ เพชรดี,ชช-2252 ขก
SHP-007210,WH-009,CUS-0103,CRP-001,2021-06-06,2021-06-08,กำลังขนส่ง,23377.84,48408.25,รถไฟ,รัตนา สมบูรณ์,กก-9157 สง
SHP-007211,WH-011,CUS-0046,CRP-008,2023-08-22,2023-09-05,จัดส่งแล้ว,15651.94,27206.62,รถบรรทุก,เอกชัย ทองดี,งง-7027 ขก
SHP-007212,WH-001,CUS-0195,CRP-005,2023-12-25,2024-01-02,จัดส่งแล้ว,12728.98,12519.92,รถบรรทุก,วีระ บุญมา,งง-5277 กทม
SHP-007213,WH-002,CUS-0172,CRP-002,2022-05-22,2022-06-04,จัดส่งแล้ว,3209.5,5039.33,เรือ,นฤมล ศรีสุข,กก-1384 กทม
SHP-007214,WH-013,CUS-0178,CRP-002,2022-01-02,2022-01-14,กำลังขนส่ง,2602.11,5172.77,รถบรรทุก,นงลักษณ์ รักษ์ดี,ขข-5277 ขก
SHP-007215,WH-015,CUS-0167,CRP-010,2025-11-04,,รอดำเนินการ,10346.01,17962.92,รถบรรทุก,อนันต์ แสงงาม,งง-1025 ชม
SHP-007216,WH-008,CUS-0052,CRP-001,2024-02-03,2024-02-13,จัดส่งแล้ว,5171.54,6655.52,รถบรรทุก,ยุทธนา บุญมา,กก-5822 กทม
SHP-007217,WH-014,CUS-0177,CRP-008,2021-02-17,2021-03-02,จัดส่งแล้ว,21320.66,20402.75,รถบรรทุก,สุชาติ สมบูรณ์,ชช-5863 ชม
SHP-007218,WH-008,CUS-0175,CRP-003,2025-08-28,2025-08-30,จัดส่งแล้ว,21099.26,11703.08,รถไฟ,นิตยา ดีงาม,ขข-8369 สง
SHP-007219,WH-008,CUS-0067,CRP-012,2022-10-10,2022-10-17,จัดส่งแล้ว,2528.69,1960.46,รถบรรทุก,เกษม มงคล,งง-1229 ชม
SHP-007220,WH-012,CUS-0178,CRP-014,2024-07-07,2024-07-20,จัดส่งแล้ว,21728.18,16910.56,รถบรรทุก,ชาญชัย ทรัพย์มา,ขข-6349 กทม
SHP-007221,WH-008,CUS-0059,CRP-002,2022-09-05,,รอดำเนินการ,6212.69,5049.46,เรือ,นภา วงศ์งาม,ขข-6500 ขก
SHP-007222,WH-003,CUS-0200,CRP-004,2022-03-15,2022-03-24,จัดส่งแล้ว,12257.03,18294.41,รถบรรทุก,รัตนา แสงงาม,ฉฉ-9421 ชม
SHP-007223,WH-004,CUS-0111,CRP-001,2025-03-18,2025-03-26,จัดส่งแล้ว,28797.28,57326.14,รถบรรทุก,วรากร ทองดี,งง-4035 กทม
SHP-007224,WH-003,CUS-0031,CRP-001,2021-02-19,,รอดำเนินการ,9284.37,17638.61,เรือ,ชาญชัย สีทอง,งง-2272 กทม
SHP-007225,WH-003,CUS-0161,CRP-003,2023-12-31,2024-01-02,จัดส่งแล้ว,8515.07,6154.54,รถบรรทุก,สุรศักดิ์ ทองดี,ขข-3205 ขก
SHP-007226,WH-002,CUS-0174,CRP-009,2022-01-06,2022-01-18,จัดส่งแล้ว,4795.21,6532.66,เรือ,อาทิตย์ รักษ์ดี,งง-8135 ขก
SHP-007227,WH-008,CUS-0046,CRP-011,2023-03-30,2023-04-11,จัดส่งแล้ว,26616.71,46891.89,รถบรรทุก,สุดา เพชรดี,กก-4913 ขก
SHP-007228,WH-012,CUS-0079,CRP-015,2021-03-26,2021-03-29,จัดส่งแล้ว,24760.93,28532.07,รถไฟ,จันทร์ ทองแดง,กก-6238 สข
SHP-007229,WH-007,CUS-0057,CRP-012,2024-07-24,2024-07-31,จัดส่งแล้ว,7481.26,10431.14,รถไฟ,ณรงค์ ใจดี,งง-5478 สข
SHP-007230,WH-011,CUS-0092,CRP-015,2022-04-04,2022-04-09,จัดส่งแล้ว,6645.74,3746.06,รถบรรทุก,สุรศักดิ์ รุ่งโรจน์,งง-6172 กทม
SHP-007231,WH-007,CUS-0067,CRP-010,2021-12-15,2021-12-24,จัดส่งแล้ว,26596.34,15891.56,รถบรรทุก,รัตนา ดาวเรือง,งง-4825 ชม
SHP-007232,WH-001,CUS-0117,CRP-008,2021-06-13,2021-06-18,จัดส่งแล้ว,8258.6,19950.46,รถบรรทุก,วิทยา ใจดี,ชช-9910 สง
SHP-007233,WH-013,CUS-0031,CRP-001,2024-06-01,2024-06-08,จัดส่งแล้ว,17187.93,25514.31,เรือ,ณรงค์ พิมพา,ชช-4613 ขก
SHP-007234,WH-009,CUS-0103,CRP-004,2021-08-06,2021-08-12,จัดส่งแล้ว,13006.12,21036.13,รถไฟ,นงลักษณ์ แสงงาม,ฉฉ-8612 สง
SHP-007235,WH-008,CUS-0075,CRP-006,2023-11-17,2023-11-23,จัดส่งแล้ว,25513.89,17854.97,รถไฟ,เกษม พิมพา,กก-1067 ขก
SHP-007236,WH-012,CUS-0079,CRP-010,2021-01-04,2021-01-16,จัดส่งแล้ว,24935.26,49652.39,เรือ,ธนกร ชูชื่น,ฉฉ-3095 กทม
SHP-007237,WH-004,CUS-0198,CRP-011,2025-04-06,2025-04-13,กำลังขนส่ง,14191.37,28758.91,รถไฟ,ประสิทธิ์ บุญมา,ขข-5771 สข
SHP-007238,WH-004,CUS-0098,CRP-006,2025-11-06,2025-11-20,จัดส่งแล้ว,5917.93,7656.43,รถไฟ,สมหญิง โชคดี,ขข-7929 สง
SHP-007239,WH-005,CUS-0033,CRP-006,2021-05-31,2021-06-12,ยกเลิก,15382.78,29856.25,รถบรรทุก,อนันต์ ทองแดง,ฉฉ-7531 ขก
SHP-007240,WH-005,CUS-0042,CRP-011,2023-08-19,,รอดำเนินการ,29464.15,30086.85,เรือ,สุรศักดิ์ บุญมา,กก-2431 สง
SHP-007241,WH-013,CUS-0083,CRP-013,2021-02-17,2021-03-03,จัดส่งแล้ว,20932.77,10886.03,เรือ,มณีรัตน์ ดาวเรือง,ชช-1285 สง
SHP-007242,WH-001,CUS-0024,CRP-009,2023-02-20,2023-03-04,กำลังขนส่ง,13450.32,14083.36,รถไฟ,สมชาย ดำรง,กก-7777 ขก
SHP-007243,WH-013,CUS-0109,CRP-010,2024-08-28,2024-08-31,กำลังขนส่ง,7042.28,8112.58,เรือ,นงลักษณ์ ดวงดี,ชช-6800 กทม
SHP-007244,WH-006,CUS-0193,CRP-003,2021-11-10,2021-11-17,จัดส่งแล้ว,3806.73,2538.3,รถบรรทุก,ทองสุข สีทอง,ฉฉ-9228 สข
SHP-007245,WH-014,CUS-0090,CRP-015,2024-10-14,2024-10-24,จัดส่งแล้ว,13785.27,19390.97,รถบรรทุก,ณรงค์ โชคดี,กก-4986 ชม
SHP-007246,WH-015,CUS-0119,CRP-006,2024-08-22,2024-08-28,กำลังขนส่ง,2926.53,6134.6,เรือ,สมบัติ ดำรง,ขข-2452 สง
SHP-007247,WH-013,CUS-0032,CRP-002,2025-09-13,2025-09-23,กำลังขนส่ง,26124.95,28175.19,รถบรรทุก,สมพงษ์ มีสุข,งง-3181 สข
SHP-007248,WH-007,CUS-0103,CRP-006,2024-04-09,,รอดำเนินการ,9980.8,11206.95,รถไฟ,ปราณี สุขใจ,งง-9166 สข
SHP-007249,WH-012,CUS-0136,CRP-011,2022-12-21,2022-12-27,จัดส่งแล้ว,24256.52,39319.06,รถบรรทุก,พิชัย ทองดี,งง-1339 สข
SHP-007250,WH-008,CUS-0166,CRP-014,2024-11-06,2024-11-14,จัดส่งแล้ว,27280.52,35635.04,รถบรรทุก,ปราณี ชูชื่น,งง-8249 สข
SHP-007251,WH-010,CUS-0124,CRP-006,2025-07-15,2025-07-29,กำลังขนส่ง,3808.08,1974.67,รถบรรทุก,กมลา ฤทธิ์ไกร,ชช-5363 ชม
SHP-007252,WH-010,CUS-0044,CRP-003,2022-11-15,2022-11-25,จัดส่งแล้ว,23405.86,25869.81,รถไฟ,สุดา ใจดี,ชช-3325 สง
SHP-007253,WH-015,CUS-0186,CRP-014,2022-05-23,2022-06-02,จัดส่งแล้ว,14245.43,12096.61,รถบรรทุก,ทองสุข ดำรง,ขข-2689 ขก
SHP-007254,WH-007,CUS-0193,CRP-001,2025-09-06,2025-09-14,จัดส่งแล้ว,24277.48,20771.9,รถไฟ,ปรียา สมบูรณ์,ขข-1704 กทม
SHP-007255,WH-003,CUS-0067,CRP-011,2022-05-22,2022-05-29,กำลังขนส่ง,26077.89,45246.05,รถบรรทุก,วิชัย มีสุข,ขข-8257 สง
SHP-007256,WH-015,CUS-0005,CRP-006,2022-10-17,2022-10-22,จัดส่งแล้ว,10823.33,26082.12,รถบรรทุก,ฉัตรชัย รักษ์ดี,ขข-3270 ขก
SHP-007257,WH-010,CUS-0130,CRP-003,2022-01-16,,รอดำเนินการ,27059.1,52785.18,เรือ,ดวงดาว โชคดี,ฉฉ-6257 ชม
SHP-007258,WH-008,CUS-0179,CRP-012,2021-08-01,2021-08-07,จัดส่งแล้ว,23877.67,24653.48,เรือ,สมหญิง เพชรดี,ขข-6087 ชม
SHP-007259,WH-010,CUS-0081,CRP-009,2023-08-16,2023-08-27,จัดส่งแล้ว,24784.9,42546.69,รถบรรทุก,ปิยะ เกษตรดี,ชช-4772 สง
SHP-007260,WH-013,CUS-0157,CRP-012,2021-02-04,2021-02-10,จัดส่งแล้ว,2950.16,1528.87,เรือ,นงลักษณ์ สีทอง,ฉฉ-9912 กทม
SHP-007261,WH-012,CUS-0018,CRP-010,2025-01-02,2025-01-06,จัดส่งแล้ว,26607.75,30978.84,รถบรรทุก,ปิยะ บุญมา,ชช-8281 ชม
SHP-007262,WH-004,CUS-0172,CRP-012,2025-04-30,2025-05-09,จัดส่งแล้ว,8465.2,4985.55,รถบรรทุก,นิตยา มงคล,ฉฉ-2673 ขก
SHP-007263,WH-003,CUS-0017,CRP-004,2021-11-20,2021-11-26,จัดส่งแล้ว,4220.03,10045.41,รถไฟ,สุชาติ ทองดี,ชช-3110 กทม
SHP-007264,WH-002,CUS-0128,CRP-008,2025-03-03,2025-03-05,จัดส่งแล้ว,15363.12,27393.11,รถบรรทุก,นภา ดีงาม,ชช-1685 สข
SHP-007265,WH-011,CUS-0079,CRP-003,2023-05-28,,รอดำเนินการ,10055.67,5720.2,รถไฟ,สุดา มั่งมี,งง-1595 กทม
SHP-007266,WH-003,CUS-0135,CRP-012,2021-11-28,2021-12-12,จัดส่งแล้ว,3088.39,2935.52,เรือ,เกษม ฤทธิ์ไกร,ชช-9029 ขก
SHP-007267,WH-002,CUS-0144,CRP-005,2023-07-13,2023-07-25,จัดส่งแล้ว,19306.51,43051.8,รถบรรทุก,ดวงดาว เจริญสุข,ชช-7896 สง
SHP-007268,WH-005,CUS-0115,CRP-009,2024-12-26,2024-12-30,กำลังขนส่ง,10531.8,23060.2,รถบรรทุก,นภา สุขใจ,งง-6796 กทม
SHP-007269,WH-006,CUS-0192,CRP-005,2022-04-24,2022-04-25,กำลังขนส่ง,25962.57,39693.45,รถไฟ,กมลา ทองแดง,กก-4475 สง
SHP-007270,WH-006,CUS-0009,CRP-005,2022-05-04,2022-05-13,จัดส่งแล้ว,7297.41,10571.62,รถบรรทุก,นิตยา พิมพา,ชช-3890 กทม
SHP-007271,WH-008,CUS-0127,CRP-004,2021-03-29,2021-04-05,จัดส่งแล้ว,15849.29,9842.02,รถไฟ,ปรียา ศรีสุข,ขข-9315 กทม
SHP-007272,WH-002,CUS-0037,CRP-013,2023-06-26,2023-07-06,จัดส่งแล้ว,26851.07,39118.61,รถบรรทุก,สุนิสา เจริญสุข,ขข-8247 ขก
SHP-007273,WH-008,CUS-0073,CRP-013,2024-05-08,2024-05-13,จัดส่งแล้ว,8773.64,14407.87,รถไฟ,มาลี เจริญสุข,ฉฉ-7360 ขก
SHP-007274,WH-015,CUS-0119,CRP-009,2021-01-15,2021-01-22,จัดส่งแล้ว,22513.41,32937.67,รถบรรทุก,ธวัช ดาวเรือง,กก-6851 สง
SHP-007275,WH-011,CUS-0059,CRP-012,2023-05-16,2023-05-29,จัดส่งแล้ว,22390.15,22963.67,รถบรรทุก,จันทร์ ศรีสุข,กก-6479 สง
SHP-007276,WH-004,CUS-0035,CRP-008,2022-08-26,,รอดำเนินการ,9897.52,8209.04,รถบรรทุก,ธวัช ดาวเรือง,ชช-9518 สข
SHP-007277,WH-012,CUS-0154,CRP-013,2021-08-19,2021-08-21,จัดส่งแล้ว,19039.5,33240.54,เรือ,สมหญิง พันธ์ดี,กก-8175 สข
SHP-007278,WH-015,CUS-0120,CRP-012,2025-12-24,2025-12-28,จัดส่งแล้ว,18826.11,9413.11,เรือ,มณีรัตน์ ใจดี,ชช-2412 สข
SHP-007279,WH-003,CUS-0046,CRP-010,2025-11-25,2025-11-29,จัดส่งแล้ว,19080.06,17521.42,รถไฟ,จักรกฤษณ์ แสงงาม,ชช-4519 สง
SHP-007280,WH-010,CUS-0127,CRP-011,2022-08-08,2022-08-13,จัดส่งแล้ว,9602.28,19384.39,รถไฟ,ชัยวัฒน์ สุขใจ,ขข-2184 ขก
SHP-007281,WH-012,CUS-0018,CRP-009,2023-06-11,2023-06-13,จัดส่งแล้ว,19146.26,22522.0,รถไฟ,วีระ สาระ,ขข-7528 สข
SHP-007282,WH-004,CUS-0147,CRP-005,2022-04-07,2022-04-10,จัดส่งแล้ว,4417.98,8288.34,รถบรรทุก,ลัดดา ทองดี,ขข-7794 สง
SHP-007283,WH-011,CUS-0073,CRP-015,2025-09-05,2025-09-10,จัดส่งแล้ว,2869.93,6083.28,รถบรรทุก,รัตนา ดำรง,กก-5386 สง
SHP-007284,WH-009,CUS-0138,CRP-008,2022-03-23,2022-03-29,กำลังขนส่ง,12983.68,14129.85,เรือ,ชาญชัย เพชรดี,ชช-3654 ขก
SHP-007285,WH-010,CUS-0043,CRP-005,2025-06-17,2025-06-20,จัดส่งแล้ว,29398.98,62990.82,รถไฟ,นฤมล สมบูรณ์,กก-5888 สข
SHP-007286,WH-014,CUS-0047,CRP-002,2025-10-09,2025-10-15,จัดส่งแล้ว,2956.04,6211.6,รถไฟ,อนันต์ เกษตรดี,กก-5177 ชม
SHP-007287,WH-014,CUS-0103,CRP-002,2022-08-24,2022-08-31,ยกเลิก,24814.26,16294.26,รถบรรทุก,รัตนา สีทอง,กก-1233 สง
SHP-007288,WH-015,CUS-0050,CRP-007,2022-07-08,2022-07-16,จัดส่งแล้ว,22431.95,42383.91,เรือ,สุชาติ บุญมา,งง-6374 ขก
SHP-007289,WH-001,CUS-0017,CRP-013,2021-04-17,2021-05-01,จัดส่งแล้ว,8598.76,16143.73,รถบรรทุก,ฉัตรชัย เกษตรดี,กก-4290 ชม
SHP-007290,WH-001,CUS-0134,CRP-009,2023-07-22,2023-07-30,ยกเลิก,4216.21,9373.22,เรือ,ประสิทธิ์ เจริญสุข,ฉฉ-9871 ชม
SHP-007291,WH-014,CUS-0195,CRP-001,2024-01-06,2024-01-12,จัดส่งแล้ว,922.86,2032.52,รถบรรทุก,ศิริ รุ่งโรจน์,งง-2149 ชม
SHP-007292,WH-009,CUS-0126,CRP-007,2025-07-05,2025-07-06,จัดส่งแล้ว,15240.02,37562.42,รถไฟ,ชัยวัฒน์ มั่งมี,กก-3000 ขก
SHP-007293,WH-013,CUS-0164,CRP-001,2021-12-02,2021-12-16,จัดส่งแล้ว,11666.71,18883.27,รถบรรทุก,กิตติ สุขใจ,ฉฉ-3064 สข
SHP-007294,WH-005,CUS-0025,CRP-004,2021-01-08,2021-01-15,จัดส่งแล้ว,8093.37,6935.75,รถไฟ,นภา พันธ์ดี,ชช-7933 ขก
SHP-007295,WH-007,CUS-0116,CRP-006,2022-03-05,2022-03-06,จัดส่งแล้ว,21132.7,42210.29,รถบรรทุก,สมหญิง แสงงาม,ฉฉ-7150 สข
SHP-007296,WH-015,CUS-0086,CRP-011,2025-07-16,2025-07-21,จัดส่งแล้ว,14662.32,31005.69,รถบรรทุก,อาทิตย์ เกษตรดี,งง-1122 ชม
SHP-007297,WH-001,CUS-0086,CRP-011,2021-03-02,2021-03-16,ยกเลิก,17191.38,40149.81,รถบรรทุก,ธนกร พิมพา,ขข-6727 สข
SHP-007298,WH-009,CUS-0152,CRP-015,2025-02-28,2025-03-04,จัดส่งแล้ว,12864.6,6548.33,รถบรรทุก,ลัดดา ดำรง,ฉฉ-1455 สง
SHP-007299,WH-004,CUS-0087,CRP-008,2021-12-08,,รอดำเนินการ,22327.57,17379.56,รถบรรทุก,นงลักษณ์ รักษ์ดี,งง-4416 ขก
SHP-007300,WH-011,CUS-0102,CRP-002,2022-09-25,,รอดำเนินการ,1135.73,2054.86,รถไฟ,จักรกฤษณ์ พันธ์ดี,ขข-6093 ชม
SHP-007301,WH-001,CUS-0079,CRP-014,2025-03-23,2025-04-06,จัดส่งแล้ว,17392.54,14763.1,เรือ,วิชัย ดำรง,กก-4145 สง
SHP-007302,WH-007,CUS-0153,CRP-001,2023-12-24,2024-01-05,จัดส่งแล้ว,15634.22,16178.67,รถไฟ,นงลักษณ์ ศรีสุข,ชช-5302 กทม
SHP-007303,WH-010,CUS-0091,CRP-012,2021-10-30,2021-10-31,จัดส่งแล้ว,9173.89,19330.47,รถบรรทุก,ณรงค์ ดีงาม,ชช-1132 สข
SHP-007304,WH-014,CUS-0058,CRP-002,2022-10-31,2022-11-10,จัดส่งแล้ว,27265.07,14345.06,รถบรรทุก,นฤมล สาระ,งง-1337 สง
SHP-007305,WH-009,CUS-0188,CRP-002,2021-09-07,2021-09-16,จัดส่งแล้ว,8392.42,13609.06,รถไฟ,ประสิทธิ์ ชูชื่น,งง-2554 ชม
SHP-007306,WH-005,CUS-0023,CRP-001,2025-02-12,2025-02-17,กำลังขนส่ง,7497.59,14802.47,รถบรรทุก,นฤมล มงคล,ขข-2492 กทม
SHP-007307,WH-001,CUS-0177,CRP-015,2021-05-21,,รอดำเนินการ,10188.96,22797.31,รถไฟ,กิตติ ใจดี,กก-8582 ขก
SHP-007308,WH-012,CUS-0163,CRP-003,2025-08-21,2025-08-29,ยกเลิก,13173.03,13224.7,เรือ,อนันต์ เจริญสุข,ขข-7708 ชม
SHP-007309,WH-001,CUS-0143,CRP-005,2023-06-26,2023-07-04,จัดส่งแล้ว,5457.79,9568.98,รถบรรทุก,ปิยะ โชคดี,ขข-6827 ขก
SHP-007310,WH-005,CUS-0180,CRP-004,2024-07-18,2024-07-25,จัดส่งแล้ว,9962.01,14567.81,รถบรรทุก,สมชาย ชูชื่น,งง-4774 ชม
SHP-007311,WH-008,CUS-0074,CRP-005,2024-09-23,2024-09-28,จัดส่งแล้ว,6355.41,12233.32,เรือ,สุรศักดิ์ เกษตรดี,ขข-7747 ขก
SHP-007312,WH-005,CUS-0161,CRP-004,2024-08-31,2024-09-03,จัดส่งแล้ว,13839.37,13616.42,รถไฟ,ศิริ ดวงดี,ขข-9142 ขก
SHP-007313,WH-009,CUS-0059,CRP-009,2022-05-04,2022-05-09,จัดส่งแล้ว,17077.45,11560.02,รถบรรทุก,จักรกฤษณ์ พลัง,ฉฉ-3299 สข
SHP-007314,WH-005,CUS-0147,CRP-012,2022-08-03,,รอดำเนินการ,14748.84,35275.15,รถบรรทุก,วีระ ชูชื่น,ขข-9338 สข
SHP-007315,WH-002,CUS-0041,CRP-010,2025-08-27,2025-08-29,กำลังขนส่ง,13573.69,18119.79,รถไฟ,นงลักษณ์ โชคดี,ฉฉ-1850 สง
SHP-007316,WH-012,CUS-0056,CRP-001,2022-07-16,,รอดำเนินการ,8708.38,7221.08,รถบรรทุก,วรากร สาระ,ฉฉ-8494 สง
SHP-007317,WH-014,CUS-0170,CRP-012,2025-02-18,2025-02-26,กำลังขนส่ง,9991.58,21463.19,รถบรรทุก,อาทิตย์ แสงงาม,ชช-2731 กทม
